customerID,tenure,MonthlyCharges,TotalCharges,Churn,num_internet_addons,num_streaming_services,total_services,has_premium_support,avg_monthly_charges,clv_ratio,is_early_tenure,is_month_to_month,contract_months,has_paperless_billing,has_automatic_payment,uses_electronic_check,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4183-MYFRB,21,90.05,1862.9,No,2,1,4,0,84.67727272727274,20.685098823006886,0,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
8779-QRDMV,1,39.65,39.65,Yes,1,1,2,0,19.825,0.9997478567826525,1,1,0,1,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1680-VDCWW,12,19.8,202.25,No,0,0,1,0,15.557692307692308,10.209490156486622,0,0,12,0,1,0,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1066-JKSGK,1,20.15,20.15,Yes,0,0,1,0,10.075,0.9995039682539681,1,1,0,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3638-WEABW,58,59.9,3505.1,No,2,0,3,0,59.40847457627118,58.506092472041395,0,0,24,1,1,0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
6322-HRPFA,49,59.6,2970.3,No,3,0,4,0,59.406000000000006,49.82888777050831,0,1,0,0,1,0,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6865-JZNKO,30,55.3,1530.6,No,2,0,3,0,49.37419354838709,27.67311516904719,0,1,0,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6467-CHFZW,47,99.35,4749.15,Yes,1,2,4,0,98.940625,47.79740338164251,0,1,0,1,0,1,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8665-UTDHZ,1,30.2,30.2,Yes,1,0,1,0,15.1,0.9996689837802052,1,1,0,0,0,1,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5248-YGIJN,72,90.25,6369.45,No,4,2,7,1,87.2527397260274,70.56780412142699,0,0,24,1,1,0,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
8773-HHUOZ,17,64.7,1093.1,Yes,0,2,3,0,60.727777777777774,16.892288672539017,0,1,0,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
3841-NFECX,71,96.35,6766.95,No,4,0,5,1,93.98541666666667,70.22571606475717,0,0,24,1,1,0,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False
4929-XIHVW,2,95.5,181.65,No,1,2,4,0,60.550000000000004,1.901895089519422,1,1,0,1,1,0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
6827-IEAUQ,27,66.15,1874.45,No,4,0,5,1,66.94464285714285,28.332073760580407,0,0,12,0,0,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
7310-EGVHZ,1,20.2,20.2,No,0,0,1,0,10.1,0.999505195447798,1,1,0,0,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
3413-BMNZE,1,45.25,45.25,No,0,0,1,0,22.625,0.9997790543526293,1,1,0,0,1,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6234-RAAPL,72,99.9,7251.7,No,3,1,5,0,99.33835616438355,72.58232409168251,0,0,24,0,1,0,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
6047-YHPVI,5,69.7,316.9,Yes,0,0,1,0,52.81666666666666,4.545976187060679,1,1,0,1,0,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6572-ADKRS,46,74.8,3548.3,No,1,0,2,0,75.49574468085106,47.43082475604866,0,1,0,1,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
5380-WJKOV,34,106.35,3549.25,Yes,2,2,5,0,101.40714285714286,33.37015795411809,0,1,0,1,0,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
8168-UQWWF,11,97.85,1105.4,Yes,1,2,4,0,92.11666666666667,11.295728591865933,0,1,0,1,1,0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
8865-TNMNX,10,49.55,475.7,No,1,0,2,0,43.24545454545454,9.598466505246167,0,0,12,0,0,0,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
9489-DEDVP,70,69.2,4872.35,No,2,1,4,0,68.62464788732395,70.39950874151134,0,0,24,1,1,0,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
9867-JCZSP,17,20.75,418.25,No,0,0,1,0,23.23611111111111,20.146917148362235,0,0,12,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
4671-VJLCL,63,79.85,4861.45,No,4,1,6,1,75.96015625,60.874655647382916,0,0,24,1,1,0,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
4080-IIARD,13,76.2,981.45,No,3,1,5,0,70.10357142857143,12.878231203254165,0,1,0,1,0,1,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
3714-NTNFO,49,84.5,3906.7,No,0,1,2,0,78.134,46.22766536504555,0,1,0,1,0,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5948-UJZLF,2,49.25,97.0,No,1,0,2,0,32.333333333333336,1.9691433211530653,1,1,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7760-OYPDY,2,80.65,144.15,Yes,0,1,2,0,48.050000000000004,1.7871311678651127,1,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
7639-LIAYI,52,79.75,4217.8,No,2,2,5,0,79.5811320754717,52.88114343029087,0,0,24,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
2954-PIBKO,69,64.15,4254.1,No,3,0,4,1,60.77285714285715,66.30455112219451,0,0,24,1,1,0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
8012-SOUDQ,43,90.25,3838.75,No,1,1,3,0,87.24431818181819,42.529913582982495,0,1,0,1,0,1,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9420-LOJKX,15,99.1,1426.4,Yes,2,2,5,0,89.15,14.392089597417012,0,1,0,1,1,0,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
6575-SUVOI,25,69.5,1752.65,No,2,1,4,0,67.40961538461539,25.214357646381814,0,1,0,1,1,0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
7495-OOKFY,8,80.65,633.3,Yes,1,0,2,0,70.36666666666666,7.851475328539547,0,1,0,1,1,0,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4667-QONEA,60,74.85,4456.35,No,4,1,6,1,73.05491803278689,59.529121025915046,0,0,12,1,1,0,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1658-BYGOY,18,95.45,1752.55,Yes,0,2,3,0,92.23947368421052,18.358998533417136,0,1,0,1,0,1,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8769-KKTPH,63,99.65,6311.2,No,1,2,4,0,98.6125,63.327312863736694,0,0,12,1,1,0,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
5067-XJQFU,66,108.45,7076.35,No,3,2,6,0,105.61716417910448,65.24386870735755,0,0,12,1,0,1,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
3957-SQXML,34,24.95,894.3,No,0,0,1,0,25.55142857142857,35.82932692307692,0,0,24,0,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
5954-BDFSG,72,107.5,7853.7,No,2,2,5,0,107.58493150684932,73.05087898800112,0,0,24,1,1,0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0434-CSFON,47,100.5,4707.1,No,1,2,4,0,98.06458333333335,46.83215600437767,0,1,0,1,0,1,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1215-FIGMP,60,89.9,5450.7,No,1,1,3,0,89.35573770491803,60.62395729062395,0,1,0,1,1,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0526-SXDJP,72,42.1,2962.0,No,3,0,3,0,40.57534246575342,70.33958679648539,0,0,24,0,1,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0557-ASKVU,18,54.4,957.1,No,2,0,3,0,50.373684210526314,17.590516449182136,0,0,12,1,1,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
5698-BQJOH,9,94.4,857.25,Yes,0,2,3,0,85.725,9.08007626310772,0,1,0,0,0,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5122-CYFXA,3,75.3,244.1,No,2,2,5,0,61.025,3.241269419731775,1,1,0,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
8627-ZYGSZ,47,78.9,3650.35,No,1,0,2,0,76.04895833333333,46.25966290710936,0,0,12,1,0,1,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
3410-YOQBQ,31,79.2,2497.2,No,3,2,6,0,78.0375,31.5263224340361,0,0,24,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
3170-NMYVV,50,20.15,930.9,No,0,0,1,0,18.25294117647059,46.175595238095234,0,0,24,0,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
7410-OIEDU,10,79.85,887.35,No,2,0,3,0,80.66818181818182,11.111319809666918,0,1,0,1,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2273-QCKXA,1,49.05,49.05,No,1,0,2,0,24.525,0.999796167957603,1,1,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0731-EBJQB,52,20.4,1090.65,No,0,0,1,0,20.578301886792456,53.43704066634003,0,0,12,1,0,1,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1891-QRQSA,64,111.6,7099.0,No,3,2,6,1,109.21538461538462,63.60541170146044,0,0,24,1,1,0,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
8028-PNXHQ,62,24.25,1424.6,No,0,0,1,0,22.61269841269841,58.72217642209397,0,0,24,1,1,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
5630-AHZIL,3,64.5,177.4,No,2,1,4,0,44.35,2.7499612463184,1,1,0,1,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2673-CXQEU,56,110.5,6139.5,No,3,2,6,0,107.71052631578948,55.5560582752692,0,0,12,0,0,1,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
6416-JNVRK,46,55.65,2688.85,No,0,1,2,0,57.2095744680851,48.30848005749192,0,0,12,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
5590-ZSKRV,8,54.65,482.25,No,2,0,3,0,53.583333333333336,8.82272228320527,0,1,0,0,0,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0191-ZHSKZ,30,74.75,2111.3,No,2,2,5,0,68.10645161290323,28.241037988229,0,1,0,1,0,1,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
3887-PBQAO,45,25.9,1216.6,No,0,0,1,0,26.44782608695652,46.954843689695096,0,0,12,1,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
5919-TMRGD,1,79.35,79.35,Yes,0,1,2,0,39.675,0.9998739919354838,1,1,0,1,0,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
8108-UXRQN,11,50.55,565.35,No,1,2,3,0,47.112500000000004,11.18176424050633,0,1,0,0,0,1,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9191-MYQKX,7,75.15,496.9,Yes,1,0,2,0,62.1125,6.611229377328365,0,1,0,1,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9919-YLNNG,42,103.8,4327.5,No,3,2,6,0,100.63953488372093,41.68673538194779,0,1,0,1,1,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0318-ZOPWS,49,20.15,973.35,No,0,0,1,0,19.467,48.28125,0,0,24,1,1,0,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
4445-ZJNMU,9,99.3,918.75,No,1,2,4,0,91.875,9.251334206021548,0,1,0,1,1,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
4808-YNLEU,35,62.15,2215.45,No,1,1,3,0,61.540277777777774,35.64108751608752,0,0,12,1,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1862-QRWPE,48,20.65,1057.0,No,0,0,1,0,21.571428571428573,51.161665053242984,0,0,24,0,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
2796-NNUFI,46,19.95,927.1,No,0,0,1,0,19.72553191489362,46.447895791583164,0,0,24,1,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
3016-KSVCP,29,33.75,1009.25,No,0,1,1,0,33.641666666666666,29.89484597156398,0,1,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4767-HZZHQ,30,82.05,2570.2,No,2,0,3,0,82.90967741935484,31.320984645381426,0,1,0,0,1,0,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2424-WVHPL,1,74.7,74.7,No,1,0,2,0,37.35,0.9998661491098915,1,1,0,0,0,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7233-PAHHL,66,84.0,5714.25,No,3,2,6,1,85.28731343283582,68.01868825139864,0,0,24,1,0,0,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
6067-NGCEU,65,111.05,7107.0,No,3,2,6,0,107.68181818181819,63.992436520799565,0,1,0,1,1,0,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
9848-JQJTX,72,100.9,7459.05,No,2,2,5,0,102.17876712328767,73.91784758695867,0,0,24,1,1,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
8637-XJIVR,12,78.95,927.35,Yes,1,0,2,0,71.33461538461539,11.744554204660586,0,1,0,1,0,1,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9803-FTJCG,71,66.85,4748.7,No,3,0,4,0,65.95416666666667,71.02452886628777,0,0,12,1,1,0,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0278-YXOOG,5,21.05,113.85,Yes,0,0,1,0,18.974999999999998,5.405982905982905,1,1,0,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3212-KXOCR,52,21.0,1107.2,No,0,0,1,0,20.89056603773585,52.69871489766778,0,0,24,0,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
4598-XLKNJ,25,98.5,2514.5,Yes,2,2,5,0,96.71153846153847,25.525327377931173,0,1,0,1,0,1,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6380-ARCEH,1,20.2,20.2,No,0,0,1,0,10.1,0.999505195447798,1,1,0,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3679-XASPY,1,19.45,19.45,No,0,0,1,0,9.725,0.9994861253854059,1,1,0,0,0,1,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
7123-WQUHX,38,95.0,3605.6,No,2,1,4,0,92.45128205128205,37.94968950636775,0,0,12,0,1,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
5386-THSLQ,66,45.55,3027.25,No,2,1,3,0,45.18283582089552,66.4453467954346,0,0,12,0,1,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3192-NQECA,68,110.0,7611.85,Yes,3,2,6,0,110.31666666666668,69.19234615034996,0,0,24,1,1,0,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6180-YBIQI,5,24.3,100.2,No,0,0,0,0,16.7,4.121760592348827,1,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6728-DKUCO,72,104.15,7303.05,No,2,2,5,0,100.04178082191781,70.11376728110598,0,0,12,1,0,1,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
9750-BOOHV,32,30.15,927.65,No,1,0,1,0,28.11060606060606,30.75762599469496,0,0,12,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8597-CWYHH,43,94.35,3921.3,No,0,2,3,0,89.12045454545455,41.556803730394236,0,0,12,0,0,0,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
2848-YXSMW,72,19.4,1363.25,No,0,0,1,0,18.674657534246574,70.2344152498712,0,0,24,0,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0486-HECZI,55,96.75,5238.9,Yes,2,1,4,0,93.55178571428571,54.143241008681265,0,1,0,1,0,1,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4549-ZDQYY,52,57.95,3042.25,No,3,0,4,1,57.40094339622642,52.48878536922015,0,0,12,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5712-AHQNN,43,91.65,3954.1,No,2,1,4,0,89.86590909090908,43.138773728998466,0,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4846-WHAFZ,37,76.5,2868.15,Yes,0,0,1,0,75.47763157894737,37.48725656776892,0,1,0,1,0,1,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5256-SKJGO,64,54.6,3423.5,No,2,2,4,0,52.66923076923077,62.68998351950192,0,0,24,1,0,1,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
3071-VBYPO,3,89.85,248.4,No,2,1,4,0,62.1,2.764300022256844,1,1,0,0,0,1,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9560-BBZXK,36,31.05,1126.35,No,1,0,1,0,30.44189189189189,36.26368319381841,0,0,24,0,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5299-RULOA,10,100.25,1064.65,Yes,1,2,4,0,96.78636363636365,10.618890883702374,0,1,0,1,0,1,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
